engine,frame,time_ps_mda,n_res_4p0A,n_res_5p0A,n_res_6p0A,time_ps,time_ns,C4_O1_A,RS_label,RS_label_raw,signed_triple_O1_C5phenyl_C3chain_about_C4
gromacs_1k_timing,635,3175.0,9,13,16,3175.0,3.175,4.352312088012695,R-like,R_like_by_product_reference,-2.758775472640991
gromacs_1k_timing,636,3180.0,10,13,17,3180.0,3.18,4.382579803466797,R-like,R_like_by_product_reference,-2.6316823959350586
gromacs_1k_timing,637,3185.0,10,13,18,3185.0,3.185,4.212399005889893,R-like,R_like_by_product_reference,-2.264711380004883
gromacs_1k_timing,638,3190.0,10,13,17,3190.0,3.19,4.456110000610352,R-like,R_like_by_product_reference,-2.43353533744812
gromacs_1k_timing,639,3195.0,9,14,22,3195.0,3.195,4.65399694442749,R-like,R_like_by_product_reference,-1.797300100326538
gromacs_1k_timing,640,3200.0,11,12,18,3200.0,3.2,4.492336750030518,S-like,S_like_by_product_reference,2.2153069972991943
gromacs_1k_timing,641,3205.0,11,12,17,3205.0,3.205,4.323816299438477,S-like,S_like_by_product_reference,2.4275007247924805
gromacs_1k_timing,642,3210.0,9,13,16,3210.0,3.21,4.330460071563721,S-like,S_like_by_product_reference,2.375406503677368
gromacs_1k_timing,643,3215.0,9,13,19,3215.0,3.215,4.281692028045654,S-like,S_like_by_product_reference,3.73404312133789
gromacs_1k_timing,644,3220.0,9,13,16,3220.0,3.22,4.266063213348389,S-like,S_like_by_product_reference,4.030819416046143
gromacs_1k_timing,645,3225.0,9,13,21,3225.0,3.225,4.539228916168213,S-like,S_like_by_product_reference,2.971982955932617
gromacs_1k_timing,646,3230.0,9,13,18,3230.0,3.23,4.397941112518311,R-like,R_like_by_product_reference,-1.9718668460845947
gromacs_1k_timing,647,3235.0,9,13,18,3235.0,3.235,4.379690647125244,R-like,R_like_by_product_reference,-1.051428198814392
gromacs_1k_timing,648,3240.0,8,13,15,3240.0,3.24,4.299148082733154,S-like,S_like_by_product_reference,0.1591527760028839
gromacs_1k_timing,649,3245.0,10,13,19,3245.0,3.245,4.421186447143555,R-like,R_like_by_product_reference,-0.4962722957134247
gromacs_1k_timing,650,3250.0,10,12,19,3250.0,3.25,4.2596845626831055,R-like,R_like_by_product_reference,-2.436518669128418
gromacs_1k_timing,651,3255.0,9,14,19,3255.0,3.255,2.9753289222717285,R-like,R_like_by_product_reference,-2.282136917114258
gromacs_1k_timing,652,3260.0,10,13,16,3260.0,3.26,3.1187314987182617,R-like,R_like_by_product_reference,-3.0398645401000977
gromacs_1k_timing,653,3265.0,9,13,16,3265.0,3.265,3.567138910293579,R-like,R_like_by_product_reference,-4.872600078582764
gromacs_1k_timing,654,3270.0,9,12,17,3270.0,3.27,3.323086738586426,R-like,R_like_by_product_reference,-4.550217151641846
gromacs_1k_timing,655,3275.0,9,13,18,3275.0,3.275,4.3032426834106445,R-like,R_like_by_product_reference,-2.2960705757141118
gromacs_1k_timing,656,3280.0,7,12,17,3280.0,3.28,4.267868041992188,S-like,S_like_by_product_reference,0.2117360234260559
gromacs_1k_timing,657,3285.0,9,12,20,3285.0,3.285,4.314544677734375,R-like,R_like_by_product_reference,-1.9721505641937256
gromacs_1k_timing,658,3290.0,9,12,17,3290.0,3.29,4.339634895324707,R-like,R_like_by_product_reference,-1.1220767498016355
gromacs_1k_timing,659,3295.0,8,11,18,3295.0,3.295,4.359152793884277,R-like,R_like_by_product_reference,-2.067168712615967
gromacs_1k_timing,660,3300.0,9,13,16,3300.0,3.3,4.385079383850098,R-like,R_like_by_product_reference,-2.312629222869873
gromacs_1k_timing,661,3305.0,9,12,15,3305.0,3.305,4.044205665588379,R-like,R_like_by_product_reference,-3.571898937225342
gromacs_1k_timing,662,3310.0,11,13,16,3310.0,3.31,4.552154064178467,R-like,R_like_by_product_reference,-1.808967351913452
gromacs_1k_timing,663,3315.0,9,12,17,3315.0,3.315,4.496519565582275,R-like,R_like_by_product_reference,-0.5414658784866333
gromacs_1k_timing,664,3320.0,8,12,18,3320.0,3.32,4.341684341430664,S-like,S_like_by_product_reference,2.30039644241333
gromacs_1k_timing,665,3325.0,8,12,17,3325.0,3.325,4.232267379760742,S-like,S_like_by_product_reference,3.228156566619873
gromacs_1k_timing,666,3330.0,8,13,21,3330.0,3.33,4.315918922424316,S-like,S_like_by_product_reference,3.73657488822937
gromacs_1k_timing,667,3335.0,9,13,17,3335.0,3.335,4.016218185424805,S-like,S_like_by_product_reference,3.767935514450073
gromacs_1k_timing,668,3340.0,9,13,18,3340.0,3.34,4.220245838165283,S-like,S_like_by_product_reference,2.463266372680664
gromacs_1k_timing,669,3345.0,11,13,21,3345.0,3.345,4.493342876434326,S-like,S_like_by_product_reference,2.1258058547973637
gromacs_1k_timing,670,3350.0,9,13,17,3350.0,3.35,4.298863410949707,R-like,R_like_by_product_reference,-1.1416869163513184
gromacs_1k_timing,671,3355.0,11,16,21,3355.0,3.355,4.481351375579834,S-like,S_like_by_product_reference,2.591707468032837
gromacs_1k_timing,672,3360.0,9,13,18,3360.0,3.36,4.309536457061768,R-like,R_like_by_product_reference,-0.4251367449760437
gromacs_1k_timing,673,3365.0,10,14,19,3365.0,3.365,4.2004170417785645,R-like,R_like_by_product_reference,-0.2004915177822113
gromacs_1k_timing,674,3370.0,9,15,21,3370.0,3.37,4.493573188781738,S-like,S_like_by_product_reference,2.1308672428131104
gromacs_1k_timing,675,3375.0,9,14,19,3375.0,3.375,4.494229316711426,S-like,S_like_by_product_reference,3.696429967880249
gromacs_1k_timing,676,3380.0,9,16,21,3380.0,3.38,4.406789779663086,S-like,S_like_by_product_reference,1.6103367805480957
gromacs_1k_timing,677,3385.0,10,15,19,3385.0,3.385,4.3243279457092285,S-like,S_like_by_product_reference,2.4155209064483643
gromacs_1k_timing,678,3390.0,8,16,20,3390.0,3.39,4.185940742492676,S-like,S_like_by_product_reference,2.9300687313079834
gromacs_1k_timing,679,3395.0,8,16,21,3395.0,3.395,4.394870281219482,S-like,S_like_by_product_reference,5.011496067047119
gromacs_1k_timing,680,3400.0,9,14,19,3400.0,3.4,4.234349727630615,S-like,S_like_by_product_reference,2.1758787631988525
gromacs_1k_timing,681,3405.0,9,15,19,3405.0,3.405,4.618493556976318,S-like,S_like_by_product_reference,3.183824300765991
gromacs_1k_timing,682,3410.0,9,13,22,3410.0,3.41,4.458360195159912,S-like,S_like_by_product_reference,2.323845624923706
gromacs_1k_timing,683,3415.0,9,17,20,3415.0,3.415,4.552721977233887,S-like,S_like_by_product_reference,1.3575416803359983
gromacs_1k_timing,684,3420.0,11,16,22,3420.0,3.42,4.620011806488037,R-like,R_like_by_product_reference,-0.3213586509227752
gromacs_1k_timing,685,3425.0,9,16,20,3425.0,3.425,4.454338550567627,S-like,S_like_by_product_reference,1.966892123222351
gromacs_1k_timing,686,3430.0,10,14,21,3430.0,3.43,4.180298328399658,R-like,R_like_by_product_reference,-3.332050085067749
gromacs_1k_timing,687,3435.0,9,14,21,3435.0,3.435,3.959331750869751,R-like,R_like_by_product_reference,-4.496511936187744
gromacs_1k_timing,688,3440.0,11,15,20,3440.0,3.44,4.5002217292785645,S-like,S_like_by_product_reference,2.387207508087158
gromacs_1k_timing,689,3445.0,10,15,22,3445.0,3.445,4.350747585296631,S-like,S_like_by_product_reference,2.0636088848114014
gromacs_1k_timing,690,3450.0,8,14,19,3450.0,3.45,4.617586612701416,R-like,R_like_by_product_reference,-2.3769407272338867
gromacs_1k_timing,691,3455.0,8,16,19,3455.0,3.455,4.806393146514893,R-like,R_like_by_product_reference,-2.022589921951294
gromacs_1k_timing,692,3460.0,9,14,17,3460.0,3.46,4.293776035308838,R-like,R_like_by_product_reference,-0.7796490788459778
gromacs_1k_timing,693,3465.0,11,15,20,3465.0,3.465,4.230251312255859,S-like,S_like_by_product_reference,0.5636494159698486
gromacs_1k_timing,694,3470.0,9,15,20,3470.0,3.47,4.271170616149902,R-like,R_like_by_product_reference,-0.8890599012374878
gromacs_1k_timing,695,3475.0,8,15,19,3475.0,3.475,4.208632946014404,R-like,R_like_by_product_reference,-0.6599826216697693
gromacs_1k_timing,696,3480.0,10,15,18,3480.0,3.48,4.409103393554688,R-like,R_like_by_product_reference,-1.3839107751846311
gromacs_1k_timing,697,3485.0,10,13,19,3485.0,3.485,4.327425479888916,R-like,R_like_by_product_reference,-1.604272484779358
gromacs_1k_timing,698,3490.0,9,15,21,3490.0,3.49,4.439515113830566,S-like,S_like_by_product_reference,1.4066108465194702
gromacs_1k_timing,699,3495.0,9,14,20,3495.0,3.495,4.389466285705566,S-like,S_like_by_product_reference,1.079569697380066
gromacs_1k_timing,700,3500.0,9,16,19,3500.0,3.5,4.466773986816406,S-like,S_like_by_product_reference,1.3559677600860596
gromacs_1k_timing,701,3505.0,10,13,20,3505.0,3.505,4.35682487487793,S-like,S_like_by_product_reference,2.5804965496063232
gromacs_1k_timing,702,3510.0,10,13,16,3510.0,3.51,4.250272750854492,S-like,S_like_by_product_reference,1.4587011337280271
gromacs_1k_timing,703,3515.0,7,15,17,3515.0,3.515,4.137389183044434,R-like,R_like_by_product_reference,-0.8366538882255554
gromacs_1k_timing,704,3520.0,9,15,20,3520.0,3.52,4.693620681762695,S-like,S_like_by_product_reference,3.065916061401367
gromacs_1k_timing,705,3525.0,7,14,19,3525.0,3.525,4.155096530914307,S-like,S_like_by_product_reference,3.643482446670532
gromacs_1k_timing,706,3530.0,9,14,20,3530.0,3.53,4.3554205894470215,S-like,S_like_by_product_reference,1.2092325687408447
gromacs_1k_timing,707,3535.0,12,12,19,3535.0,3.535,4.48853063583374,S-like,S_like_by_product_reference,2.519129037857056
gromacs_1k_timing,708,3540.0,9,14,19,3540.0,3.54,4.313480854034424,S-like,S_like_by_product_reference,1.6115093231201172
gromacs_1k_timing,709,3545.0,8,15,18,3545.0,3.545,4.514076232910156,S-like,S_like_by_product_reference,2.1713943481445312
gromacs_1k_timing,710,3550.0,9,13,19,3550.0,3.55,4.158728122711182,R-like,R_like_by_product_reference,-0.7784908413887024
gromacs_1k_timing,711,3555.0,9,12,19,3555.0,3.555,4.248776435852051,R-like,R_like_by_product_reference,-0.4952714145183563
gromacs_1k_timing,712,3560.0,8,14,21,3560.0,3.56,4.373798370361328,R-like,R_like_by_product_reference,-1.0553483963012695
gromacs_1k_timing,713,3565.0,11,14,20,3565.0,3.565,4.264366149902344,R-like,R_like_by_product_reference,-1.0692273378372192
gromacs_1k_timing,714,3570.0,10,15,20,3570.0,3.57,4.318249225616455,R-like,R_like_by_product_reference,-1.321495532989502
gromacs_1k_timing,715,3575.0,8,15,18,3575.0,3.575,4.468491554260254,S-like,S_like_by_product_reference,1.7408249378204346
gromacs_1k_timing,716,3580.0,9,14,20,3580.0,3.58,4.431941986083984,S-like,S_like_by_product_reference,0.2283696681261062
gromacs_1k_timing,717,3585.0,10,14,21,3585.0,3.585,4.366944789886475,S-like,S_like_by_product_reference,0.9668548107147216
gromacs_1k_timing,718,3590.0,10,14,20,3590.0,3.59,4.3766865730285645,S-like,S_like_by_product_reference,3.144480466842652
gromacs_1k_timing,719,3595.0,9,16,20,3595.0,3.595,4.404201984405518,R-like,R_like_by_product_reference,-1.3504775762557983
gromacs_1k_timing,720,3600.0,10,15,20,3600.0,3.6,4.377969741821289,S-like,S_like_by_product_reference,2.209529399871826
gromacs_1k_timing,721,3605.0,9,15,18,3605.0,3.605,4.40774393081665,R-like,R_like_by_product_reference,-1.2439788579940796
gromacs_1k_timing,722,3610.0,10,14,19,3610.0,3.61,4.374068260192871,R-like,R_like_by_product_reference,-1.3735051155090332
gromacs_1k_timing,723,3615.0,8,14,17,3615.0,3.615,4.510827541351318,R-like,R_like_by_product_reference,-1.038119196891785
gromacs_1k_timing,724,3620.0,7,16,19,3620.0,3.62,4.551714897155762,S-like,S_like_by_product_reference,1.273039698600769
gromacs_1k_timing,725,3625.0,8,13,21,3625.0,3.625,4.540465354919434,S-like,S_like_by_product_reference,2.040543794631958
gromacs_1k_timing,726,3630.0,9,15,18,3630.0,3.63,4.225362777709961,S-like,S_like_by_product_reference,2.072630882263184
gromacs_1k_timing,727,3635.0,11,17,23,3635.0,3.635,4.485912799835205,S-like,S_like_by_product_reference,2.193355083465576
gromacs_1k_timing,728,3640.0,8,15,21,3640.0,3.64,4.243999481201172,R-like,R_like_by_product_reference,-0.1349941492080688
gromacs_1k_timing,729,3645.0,9,14,20,3645.0,3.645,4.285618305206299,S-like,S_like_by_product_reference,2.0693352222442627
gromacs_1k_timing,730,3650.0,9,16,20,3650.0,3.65,4.548474788665772,S-like,S_like_by_product_reference,2.919057846069336
gromacs_1k_timing,731,3655.0,10,15,21,3655.0,3.655,4.446251392364502,S-like,S_like_by_product_reference,1.942726492881775
gromacs_1k_timing,732,3660.0,10,13,18,3660.0,3.66,4.282581806182861,S-like,S_like_by_product_reference,1.2917035818099976
gromacs_1k_timing,733,3665.0,9,13,18,3665.0,3.665,4.416173458099365,S-like,S_like_by_product_reference,3.615023612976074
gromacs_1k_timing,734,3670.0,10,16,20,3670.0,3.67,4.552478790283203,S-like,S_like_by_product_reference,2.1249051094055176
gromacs_1k_timing,735,3675.0,8,15,20,3675.0,3.675,4.418800354003906,S-like,S_like_by_product_reference,2.62279748916626
gromacs_1k_timing,736,3680.0,11,15,22,3680.0,3.68,4.569736480712891,S-like,S_like_by_product_reference,3.102339506149292
gromacs_1k_timing,737,3685.0,9,16,20,3685.0,3.685,4.438489437103272,S-like,S_like_by_product_reference,2.5176119804382324
gromacs_1k_timing,738,3690.0,11,14,19,3690.0,3.69,4.166941165924072,S-like,S_like_by_product_reference,2.644113063812256
gromacs_1k_timing,739,3695.0,8,15,21,3695.0,3.695,4.452214241027832,S-like,S_like_by_product_reference,4.286885738372803
gromacs_1k_timing,740,3700.0,9,15,21,3700.0,3.7,4.471487045288086,S-like,S_like_by_product_reference,1.604523539543152
gromacs_1k_timing,741,3705.0,11,15,21,3705.0,3.705,4.259883403778076,S-like,S_like_by_product_reference,2.503007650375366
gromacs_1k_timing,742,3710.0,11,15,21,3710.0,3.71,4.423405170440674,S-like,S_like_by_product_reference,3.482128858566284
gromacs_1k_timing,743,3715.0,9,16,20,3715.0,3.715,4.4381208419799805,S-like,S_like_by_product_reference,3.4935572147369385
gromacs_1k_timing,744,3720.0,10,16,21,3720.0,3.72,4.237466335296631,S-like,S_like_by_product_reference,3.553594827651977
gromacs_1k_timing,745,3725.0,9,14,19,3725.0,3.725,4.373201847076416,R-like,R_like_by_product_reference,-2.3710596561431885
gromacs_1k_timing,746,3730.0,8,16,19,3730.0,3.73,4.493416786193848,S-like,S_like_by_product_reference,1.0289146900177002
gromacs_1k_timing,747,3735.0,10,13,19,3735.0,3.735,4.579802513122559,R-like,R_like_by_product_reference,-0.7804615497589111
gromacs_1k_timing,748,3740.0,9,16,20,3740.0,3.74,4.5234456062316895,R-like,R_like_by_product_reference,-2.2444756031036377
gromacs_1k_timing,749,3745.0,12,16,20,3745.0,3.745,4.573061466217041,S-like,S_like_by_product_reference,1.6519006490707395
gromacs_1k_timing,750,3750.0,10,15,19,3750.0,3.75,4.289311408996582,S-like,S_like_by_product_reference,0.9902523159980774
gromacs_1k_timing,751,3755.0,12,16,20,3755.0,3.755,4.304148674011231,S-like,S_like_by_product_reference,1.6623384952545166
gromacs_1k_timing,752,3760.0,13,16,20,3760.0,3.76,4.323493003845215,S-like,S_like_by_product_reference,1.8020633459091189
gromacs_1k_timing,753,3765.0,10,14,22,3765.0,3.765,4.555458068847656,S-like,S_like_by_product_reference,0.7035074830055237
gromacs_1k_timing,754,3770.0,10,15,21,3770.0,3.77,4.283760070800781,R-like,R_like_by_product_reference,-1.224284291267395
gromacs_1k_timing,755,3775.0,9,16,18,3775.0,3.775,4.270716667175293,R-like,R_like_by_product_reference,-0.4983232915401459
gromacs_1k_timing,756,3780.0,9,15,18,3780.0,3.78,4.224146842956543,R-like,R_like_by_product_reference,-0.5931357145309448
gromacs_1k_timing,757,3785.0,10,14,20,3785.0,3.785,4.356842517852783,R-like,R_like_by_product_reference,-0.465837687253952
gromacs_1k_timing,758,3790.0,9,15,18,3790.0,3.79,4.393777370452881,R-like,R_like_by_product_reference,-0.8811443448066711
gromacs_1k_timing,759,3795.0,10,15,20,3795.0,3.795,4.462798595428467,S-like,S_like_by_product_reference,1.2837668657302856
gromacs_1k_timing,760,3800.0,11,15,20,3800.0,3.8,4.248302459716797,S-like,S_like_by_product_reference,3.630189895629883
gromacs_1k_timing,761,3805.0,11,14,21,3805.0,3.805,4.254231452941895,S-like,S_like_by_product_reference,2.563904047012329
gromacs_1k_timing,762,3810.0,9,14,19,3810.0,3.81,4.3204264640808105,S-like,S_like_by_product_reference,2.1761841773986816
gromacs_1k_timing,763,3815.0,12,16,20,3815.0,3.815,4.214962005615234,S-like,S_like_by_product_reference,3.5384507179260254
gromacs_1k_timing,764,3820.0,9,14,21,3820.0,3.82,4.639007568359375,S-like,S_like_by_product_reference,2.211889743804932
gromacs_1k_timing,765,3825.0,11,14,19,3825.0,3.825,4.546218395233154,S-like,S_like_by_product_reference,3.5674915313720703
gromacs_1k_timing,766,3830.0,9,13,24,3830.0,3.83,4.425025939941406,S-like,S_like_by_product_reference,4.649658203125
gromacs_1k_timing,767,3835.0,9,13,20,3835.0,3.835,4.395909309387207,S-like,S_like_by_product_reference,0.6235723495483398
gromacs_1k_timing,768,3840.0,9,14,20,3840.0,3.84,4.3822174072265625,S-like,S_like_by_product_reference,1.2288345098495483
gromacs_1k_timing,769,3845.0,10,14,20,3845.0,3.845,4.684473514556885,S-like,S_like_by_product_reference,3.0614945888519287
gromacs_1k_timing,770,3850.0,10,15,23,3850.0,3.85,4.379157543182373,S-like,S_like_by_product_reference,1.698341727256775
gromacs_1k_timing,771,3855.0,10,15,21,3855.0,3.855,4.523822784423828,S-like,S_like_by_product_reference,1.70518958568573
gromacs_1k_timing,772,3860.0,9,13,20,3860.0,3.86,4.29371976852417,S-like,S_like_by_product_reference,0.3195276856422424
gromacs_1k_timing,773,3865.0,9,13,20,3865.0,3.865,4.295833587646484,R-like,R_like_by_product_reference,-0.7472320795059204
gromacs_1k_timing,774,3870.0,9,15,19,3870.0,3.87,4.3633131980896,R-like,R_like_by_product_reference,-0.5490831136703491
gromacs_1k_timing,775,3875.0,10,15,19,3875.0,3.875,4.400252342224121,R-like,R_like_by_product_reference,-0.912845253944397
gromacs_1k_timing,776,3880.0,9,12,19,3880.0,3.88,4.602826118469238,R-like,R_like_by_product_reference,-1.2969393730163574
gromacs_1k_timing,777,3885.0,11,14,20,3885.0,3.885,4.631006240844727,S-like,S_like_by_product_reference,2.168412685394287
gromacs_1k_timing,778,3890.0,10,14,21,3890.0,3.89,4.402789115905762,S-like,S_like_by_product_reference,1.7515640258789062
gromacs_1k_timing,779,3895.0,9,14,19,3895.0,3.895,4.1934590339660645,S-like,S_like_by_product_reference,2.4739811420440674
gromacs_1k_timing,780,3900.0,11,14,20,3900.0,3.9,4.54173755645752,S-like,S_like_by_product_reference,1.2684236764907837
gromacs_1k_timing,781,3905.0,9,14,20,3905.0,3.905,4.4932942390441895,S-like,S_like_by_product_reference,2.1008918285369877
gromacs_1k_timing,782,3910.0,10,15,19,3910.0,3.91,4.537764549255371,S-like,S_like_by_product_reference,2.5558202266693115
gromacs_1k_timing,783,3915.0,10,16,21,3915.0,3.915,4.697457313537598,S-like,S_like_by_product_reference,0.6493771076202393
gromacs_1k_timing,784,3920.0,11,15,21,3920.0,3.92,4.5068182945251465,S-like,S_like_by_product_reference,3.495736837387085
gromacs_1k_timing,785,3925.0,10,14,20,3925.0,3.925,4.351861476898193,S-like,S_like_by_product_reference,0.8487165570259094
gromacs_1k_timing,786,3930.0,10,15,20,3930.0,3.93,4.338019371032715,S-like,S_like_by_product_reference,1.6809749603271484
gromacs_1k_timing,787,3935.0,11,16,20,3935.0,3.935,4.579846858978272,R-like,R_like_by_product_reference,-0.5361924767494202
gromacs_1k_timing,788,3940.0,10,14,18,3940.0,3.94,4.280022144317627,S-like,S_like_by_product_reference,1.862790584564209
gromacs_1k_timing,789,3945.0,11,15,20,3945.0,3.945,4.451393127441406,S-like,S_like_by_product_reference,2.855933904647827
gromacs_1k_timing,790,3950.0,10,14,21,3950.0,3.95,4.65327787399292,S-like,S_like_by_product_reference,2.207441806793213
gromacs_1k_timing,791,3955.0,11,16,18,3955.0,3.955,4.627766132354736,S-like,S_like_by_product_reference,2.877527952194214
gromacs_1k_timing,792,3960.0,11,15,21,3960.0,3.96,4.716576099395752,S-like,S_like_by_product_reference,2.3570964336395264
gromacs_1k_timing,793,3965.0,10,14,19,3965.0,3.965,4.54606294631958,S-like,S_like_by_product_reference,1.4707496166229248
gromacs_1k_timing,794,3970.0,11,14,21,3970.0,3.97,4.5654802322387695,S-like,S_like_by_product_reference,1.2008817195892334
gromacs_1k_timing,795,3975.0,9,14,21,3975.0,3.975,4.348915100097656,S-like,S_like_by_product_reference,3.166905641555786
gromacs_1k_timing,796,3980.0,9,15,18,3980.0,3.98,4.330602169036865,S-like,S_like_by_product_reference,2.2390835285186768
gromacs_1k_timing,797,3985.0,9,15,21,3985.0,3.985,4.444750308990479,S-like,S_like_by_product_reference,3.642799615859986
gromacs_1k_timing,798,3990.0,10,15,20,3990.0,3.99,4.288825511932373,S-like,S_like_by_product_reference,3.647136926651001
gromacs_1k_timing,799,3995.0,9,14,20,3995.0,3.995,4.609705924987793,S-like,S_like_by_product_reference,2.596102714538574
gromacs_1k_timing,800,4000.0,10,14,21,4000.0,4.0,4.306437015533447,S-like,S_like_by_product_reference,2.047518730163574
gromacs_1k_timing,801,4005.0,10,14,19,4005.0,4.005,4.32450008392334,S-like,S_like_by_product_reference,2.158512115478516
gromacs_1k_timing,802,4010.0,10,13,18,4010.0,4.01,4.381836891174316,S-like,S_like_by_product_reference,2.2456588745117188
gromacs_1k_timing,803,4015.0,11,14,19,4015.0,4.015,4.371429920196533,S-like,S_like_by_product_reference,2.8716928958892822
gromacs_1k_timing,804,4020.0,8,14,19,4020.0,4.02,4.353058338165283,S-like,S_like_by_product_reference,1.6563345193862915
gromacs_1k_timing,805,4025.0,11,15,20,4025.0,4.025,4.351505279541016,S-like,S_like_by_product_reference,2.1445884704589844
gromacs_1k_timing,806,4030.0,10,14,18,4030.0,4.03,4.387015342712402,S-like,S_like_by_product_reference,1.8369711637496948
gromacs_1k_timing,807,4035.0,10,15,21,4035.0,4.035,4.395180702209473,S-like,S_like_by_product_reference,1.831042766571045
gromacs_1k_timing,808,4040.0,9,16,19,4040.0,4.04,4.509037494659424,S-like,S_like_by_product_reference,3.178485870361328
gromacs_1k_timing,809,4045.0,9,14,19,4045.0,4.045,4.626885890960693,S-like,S_like_by_product_reference,2.1964707374572754
gromacs_1k_timing,810,4050.0,11,14,19,4050.0,4.05,4.349631786346436,R-like,R_like_by_product_reference,-0.4468959867954254
gromacs_1k_timing,811,4055.0,9,13,17,4055.0,4.055,4.350059986114502,R-like,R_like_by_product_reference,-1.3579914569854736
gromacs_1k_timing,812,4060.0,11,14,17,4060.0,4.06,4.1956305503845215,S-like,S_like_by_product_reference,2.695786237716675
gromacs_1k_timing,813,4065.0,10,15,20,4065.0,4.065,4.285348415374756,S-like,S_like_by_product_reference,2.247212648391724
gromacs_1k_timing,814,4070.0,10,13,20,4070.0,4.07,4.103692531585693,R-like,R_like_by_product_reference,-2.269951105117798
gromacs_1k_timing,815,4075.0,8,15,19,4075.0,4.075,4.344250202178955,S-like,S_like_by_product_reference,2.095065116882324
gromacs_1k_timing,816,4080.0,10,16,18,4080.0,4.08,4.186141490936279,R-like,R_like_by_product_reference,-0.4227668642997741
gromacs_1k_timing,817,4085.0,8,14,17,4085.0,4.085,4.245938301086426,S-like,S_like_by_product_reference,4.640223026275635
gromacs_1k_timing,818,4090.0,10,16,18,4090.0,4.09,4.52151346206665,S-like,S_like_by_product_reference,3.717696666717529
gromacs_1k_timing,819,4095.0,10,15,17,4095.0,4.095,4.242002010345459,S-like,S_like_by_product_reference,3.7778470516204834
gromacs_1k_timing,820,4100.0,10,16,20,4100.0,4.1,4.431760311126709,S-like,S_like_by_product_reference,0.8335763812065125
gromacs_1k_timing,821,4105.0,9,14,18,4105.0,4.105,4.385190486907959,S-like,S_like_by_product_reference,3.2313733100891118
gromacs_1k_timing,822,4110.0,10,15,17,4110.0,4.11,4.222252368927002,R-like,R_like_by_product_reference,-1.1508468389511108
gromacs_1k_timing,823,4115.0,10,14,17,4115.0,4.115,4.333369731903076,R-like,R_like_by_product_reference,-1.442132592201233
gromacs_1k_timing,824,4120.0,8,14,16,4120.0,4.12,4.184220314025879,R-like,R_like_by_product_reference,-0.0460039936006069
gromacs_1k_timing,825,4125.0,8,12,18,4125.0,4.125,4.446446895599365,R-like,R_like_by_product_reference,-0.3334774971008301
gromacs_1k_timing,826,4130.0,12,15,20,4130.0,4.13,4.359720230102539,S-like,S_like_by_product_reference,0.6961577534675598
gromacs_1k_timing,827,4135.0,12,14,20,4135.0,4.135,4.5632100105285645,S-like,S_like_by_product_reference,2.275596618652344
gromacs_1k_timing,828,4140.0,11,14,22,4140.0,4.14,4.240574836730957,S-like,S_like_by_product_reference,2.7919719219207764
gromacs_1k_timing,829,4145.0,10,15,17,4145.0,4.145,4.332444667816162,R-like,R_like_by_product_reference,-1.392542004585266
gromacs_1k_timing,830,4150.0,8,14,20,4150.0,4.15,4.2279815673828125,S-like,S_like_by_product_reference,2.369479179382324
gromacs_1k_timing,831,4155.0,9,12,18,4155.0,4.155,4.51608419418335,S-like,S_like_by_product_reference,2.151194334030152
gromacs_1k_timing,832,4160.0,10,14,20,4160.0,4.16,4.313305377960205,R-like,R_like_by_product_reference,-0.3624651432037353
gromacs_1k_timing,833,4165.0,6,13,19,4165.0,4.165,4.391287803649902,S-like,S_like_by_product_reference,2.733649492263794
gromacs_1k_timing,834,4170.0,10,13,18,4170.0,4.17,4.381848335266113,S-like,S_like_by_product_reference,0.6653152704238892
gromacs_1k_timing,835,4175.0,10,14,17,4175.0,4.175,4.35059928894043,S-like,S_like_by_product_reference,2.9421751499176025
gromacs_1k_timing,836,4180.0,9,14,19,4180.0,4.18,4.164918422698975,R-like,R_like_by_product_reference,-2.875748872756958
gromacs_1k_timing,837,4185.0,9,14,18,4185.0,4.185,4.3316650390625,S-like,S_like_by_product_reference,4.502902984619141
gromacs_1k_timing,838,4190.0,11,14,22,4190.0,4.19,4.370380401611328,S-like,S_like_by_product_reference,3.1772170066833496
gromacs_1k_timing,839,4195.0,10,14,20,4195.0,4.195,4.506996154785156,S-like,S_like_by_product_reference,2.5478503704071045
gromacs_1k_timing,840,4200.0,9,13,18,4200.0,4.2,4.389235973358154,S-like,S_like_by_product_reference,2.628425121307373
gromacs_1k_timing,841,4205.0,10,14,18,4205.0,4.205,4.2968597412109375,R-like,R_like_by_product_reference,-1.6955885887145996
gromacs_1k_timing,842,4210.0,10,14,18,4210.0,4.21,4.277167797088623,R-like,R_like_by_product_reference,-0.3521603643894195
gromacs_1k_timing,843,4215.0,10,15,16,4215.0,4.215,4.359920501708984,R-like,R_like_by_product_reference,-1.042529582977295
gromacs_1k_timing,844,4220.0,11,16,20,4220.0,4.22,4.32311487197876,R-like,R_like_by_product_reference,-2.622225761413574
gromacs_1k_timing,845,4225.0,9,14,17,4225.0,4.225,4.318078994750977,R-like,R_like_by_product_reference,-1.4099993705749512
gromacs_1k_timing,846,4230.0,10,13,17,4230.0,4.23,4.496433734893799,S-like,S_like_by_product_reference,2.7869739532470703
gromacs_1k_timing,847,4235.0,10,14,16,4235.0,4.235,4.360937595367432,S-like,S_like_by_product_reference,3.5450031757354736
